_RAJ2000;_DEJ2000;Vmag;Sp;Rad;r_Diam
202.7458;+30.4967;13.72;DZ7           ; 2.7e-02;C34
224.5250;+29.6300;12.96;AA,F          ; 1.3e-02;C34
254.2875;+21.4533;12.33;DA6           ; 1.8e-02;C34
358.7375;+40.4567;12.89;DQ6           ; 1.0e-02;C34
041.9083;+54.3883;15.24;DC            ; 2.0e-02;C34
070.9875;+51.1067;12.61;DA6           ; 1.3e-02;C34
248.7542;+43.2917;13.95;DA,F          ; 1.2e-02;C34
278.4958;+19.7683;12.81;DC            ; 1.4e-02;C34
294.3083;+27.7217;11.71;DAV5          ; 1.8e-02;C34
316.1042;+25.1667;14.37;DC            ; 1.3e-02;C34
312.5875;+26.5100;14.07;DC            ; 3.4e-02;C34
327.4750;+28.2833;11.97;DB4           ; 8.8e-03;C34
138.9792;+53.4200;13.80;DXP7          ; 1.1e-02;C34
147.5708;+53.2533;13.43;DC            ; 7.1e-03;C34
182.8667;+57.4050;14.26;DA,F          ; 1.6e-02;C34
201.9208;+57.9183;13.91;DA8           ; 1.3e-02;C34
216.9042;+53.7983;11.35;DBA4          ; 9.5e-03;C34
273.3792;+32.8067;12.89;DA7           ; 1.4e-02;C34
273.3958;+32.8117;13.73;DA8           ; 1.7e-02;C34
323.8292;+46.5583;13.44;G             ; 3.0e-02;C34
003.0625;+50.4233;14.15;DA8           ; 1.2e-02;C34
252.1067;+59.0564;11.83;DAV4          ; 1.6e-02;C34
277.5875;+54.7900;14.64;DXP8          ; 1.1e-02;C34
155.7875;+63.4600;13.67;DA7           ; 1.2e-02;C34
335.8917;+68.6217;11.49;DB            ; 9.6e-03;C34
285.0417;+70.6600;12.67;DXP5          ; 7.5e-03;C34
321.7392;+73.6475;10.96;DA3           ; 1.5e-02;C34
323.4042;+83.0550;10.56;DA            ; 1.7e-02;C34
300.0500;-16.5433; 6.75;M7            ;        ;A2
291.9192;-17.2664; 6.00;M8            ;        ;A2
284.1833;-18.3233; 6.50;M4            ;        ;A2
280.0808;-18.5514; 7.81;M7            ;        ;A2
279.6042;-18.3667; 6.54;M7            ;        ;A2
273.0883;-21.1089; 6.22;M1            ;        ;R1
270.9846;-20.3167; 7.21;M8            ;        ;A2
270.6179;-19.1736; 7.22;C             ;        ;A2
270.5975;-23.4764;     ;M3EP          ;        ;S35
270.5975;-23.4764; 1.89;M3EP          ;        ;S17
265.5321;-20.4222; 7.27;M7            ;        ;A2
263.7154;-23.7325; 8.20;M7            ;        ;S35
263.7154;-23.7325; 1.58;M7            ;        ;S17
250.3183;-19.9650; 6.34;M7            ;        ;A2
249.8154;-21.8644;13.60;M6            ;        ;R1
146.9887;+13.2789; 7.46;C             ;        ;H4
146.9887;+13.2789; 7.46;              ;        ;T1
146.9887;+13.2789;11.00;C             ;        ;B57
146.9887;+13.2789; 7.46;C             ;        ;F7
105.6683;+17.4936; 2.40;              ;        ;R16
086.6837;+69.9736; 8.59;              ;        ;S1
        ;        ;     ;DA            ; 1.9e-02;S5
        ;        ;     ;DAWK          ; 1.1e-02;S5
        ;        ;     ;DB            ; 8.4e-03;S5
        ;        ;     ;DA            ; 1.6e-02;S5
        ;        ;     ;DF-DG         ; 1.2e-02;S5
        ;        ;     ;DF-DG         ; 1.0e-02;S5
        ;        ;     ;DC            ; 2.1e-02;S5
        ;        ;     ;DA            ; 1.4e-02;S5
        ;        ;     ;DA            ; 1.1e-02;S5
        ;        ;     ;C2            ; 7.1e-03;S5
        ;        ;     ;DF            ; 1.1e-02;S5
000.8833;-16.7350;14.69;DB4           ; 2.0e-02;G22
006.6667;-55.4167;15.14;DA5           ; 7.6e-03;S12
010.3542;-22.3517;14.60;DC9           ;        ;L23
012.2912; +5.3886;12.36;DZ7           ; 8.6e-03;L23
015.2333; -4.1900;15.38;DA3           ; 1.2e-02;S12
024.4971; -4.9958;12.86;DA7           ; 2.1e-02;L23
070.1617;+12.3425;     ;DA            ; 1.5e-02;S12
087.8333; -0.1683;14.60;DQP8          ; 8.0e-03;L23
088.7958; -4.1800;14.45;DZ9-          ; 1.2e-02;L23
089.1125; +5.3733;14.10;DAP9          ; 1.1e-02;L23
094.0592;-59.2064;14.09;DB4           ; 8.8e-03;G22
101.9083;+37.5158;12.08;DA2           ; 1.2e-02;L23
115.0875;-17.4150;12.98;DZQ6          ; 8.5e-03;L23
117.5583; +7.1967;17.10;DC9           ; 1.5e-02;L23
117.5625; +7.1933;16.80;DC9           ; 1.4e-02;L23
118.3083;-67.7917;14.09;DQ9           ;        ;L23
121.7000;-66.3000;13.92;DQ5           ; 1.8e-02;G22
132.7500;-61.9000;14.73;DA2           ; 1.2e-02;S12
138.9792;+53.4200;13.79;DQP8          ; 9.4e-03;L23
158.0250;+32.6700;16.07;DC5           ; 1.5e-02;G22
        ;        ;     ;              ; 1.4e-02;S12
171.0508;+21.3600;14.32;DA7           ; 1.2e-02;L23
        ;        ;     ;DC9           ;        ;L23
192.5208;+55.1000;12.32;DA4           ;        ;L23
192.7750;-61.3000;15.90;DA2           ; 1.2e-02;G22
193.1000;+17.9467;15.48;DA3           ; 1.2e-02;S12
202.5567; -8.5747;12.31;DA5           ; 1.3e-02;L23
204.1333; +3.6800;14.63;DZ9           ; 1.6e-02;L23
217.1417;+44.0600;16.94;DZ7           ; 2.0e-02;G22
248.5750;+57.1750;15.00;DQ8           ; 1.1e-02;L23
252.1067;+59.0564;12.24;DAV4          ; 1.5e-02;L23
263.3750;-87.1833;     ;DBN           ; 1.9e-02;G22
258.5250;-57.6167;15.10;DA2           ; 1.6e-02;S12
258.5250;-57.6167;15.10;DA2           ; 1.2e-02;S12
258.6292;+21.4550;16.51;DC5           ; 1.5e-02;G22
262.6000;-57.9167;15.27;DB4           ; 1.9e-02;G22
267.0667;+70.8667;14.15;DXP9          ; 8.4e-02;L23
279.2000;+50.8117;     ;DC            ; 8.0e-03;G22
280.5500;-61.8833;14.90;DC5           ; 1.0e-02;G22
289.7417;+38.7267;14.58;DC7           ; 9.1e-03;L23
290.1454; -7.6667;12.28;DBZ5          ; 1.2e-02;L23
305.5875;-58.3517;15.55;DC            ; 1.3e-02;G22
309.5500;-53.0833;14.46;DB4           ; 1.7e-02;G22
329.2000;-51.0000;14.68;DQ7           ; 8.7e-03;G22
329.2000;-51.0000;14.68;DQ7           ; 1.4e-02;L23
331.1000;-75.2183;15.06;DA5           ; 1.2e-02;S12
334.9458;-65.4683;14.43;DZ5           ; 1.3e-02;G22
338.8000;-57.2500;14.96;DA4           ; 1.3e-02;S12
342.2667;+22.6067;14.35;DA5           ; 1.1e-02;L23
342.8500;+29.6633;15.55;DA9           ; 1.6e-02;L23
343.4708; -6.7817;15.65;DZ9           ; 1.2e-02;L23
348.8292; -2.1633;16.29;DZ7           ; 2.1e-02;G22
352.2042; +5.2500;13.03;DAV4          ; 1.3e-02;L23
355.9583;+32.5450;12.93;DA4           ; 1.4e-02;L23
000.5500;-43.1617;13.05;DA5           ; 1.2e-02;L23
008.2733;+42.0014;11.00;M0V           ; 5.3e-01;J3
016.9333;+34.2033;14.70;M4            ; 3.6e-01;J3
019.1642;+25.3314;10.08;M0V           ; 6.8e-01;J3
030.0417;+13.0517;12.27;M8E           ; 1.9e-01;P30
030.0417;+13.0517;12.28;M5VE          ; 2.0e-01;J3
030.6917; +5.7133;11.90;K4            ; 5.2e-01;J3
031.7333;+45.1900;11.10;M0V           ; 5.0e-01;J3
031.7333;+45.1900;14.20;              ; 2.4e-01;J3
032.5208;+35.4267;15.40;M3            ; 3.2e-01;J3
034.5583;+44.2683;13.20;M4            ; 3.8e-01;J3
038.9829;-47.6756;12.50;G0            ; 4.9e-01;J3
042.5404;-53.1389;11.00;              ; 6.0e-01;J3
048.6417;+52.3483;10.10;M0V           ; 6.8e-01;J3
049.0575;+58.1675;11.50;M2V           ; 5.4e-01;J3
049.0583;+58.1700;11.60;M2V           ; 5.3e-01;J3
056.0837;+24.7961;10.80;F8            ; 6.3e-01;J3
056.0579;+24.7794;11.00;G0            ; 5.8e-01;J3
056.0846;+24.7742;11.20;G3            ; 5.7e-01;J3
056.9921; +2.7878;10.50;M1V           ; 6.3e-01;J3
059.1975;+53.5603;10.86;M0V           ; 5.7e-01;J3
059.9687;+26.0903;14.00;M5V           ; 4.1e-01;J3
063.2083;+70.2383;10.00;M0V           ; 6.9e-01;J3
064.2583;-40.7989;11.60;M0            ; 6.8e-01;J3
079.5208;-53.6717;13.19;K             ; 3.8e-01;J3
082.4662; -3.4419;13.60;M5            ; 4.4e-01;J3
083.4367; +1.9453;11.70;M3VE          ; 4.3e-01;J3
085.4954;+15.3372;10.30;M0V           ; 6.7e-01;J3
088.7958; -4.1800;14.52;KWDE          ; 1.0e-02;J3
090.9792;+26.1450;15.10;M5            ; 3.4e-01;J3
091.9804;+67.9769; 9.75;K8V           ; 6.8e-01;J3
092.2583;+26.5550;14.90;M3            ; 3.7e-01;J3
094.8333; -6.6583;14.00;M5            ; 3.6e-01;J3
101.1904;+71.8875;12.40;M0V           ; 6.1e-01;J3
109.3750;-14.0000;12.70;K5            ; 5.2e-01;J3
113.0083;+68.6211;10.79;M0V           ; 5.8e-01;J3
113.6142;+62.9414;10.80;M0V           ; 6.0e-01;J3
114.4875;+28.2783;15.60;M4            ; 3.2e-01;J3
114.7462;+19.2172;10.20;M0V           ; 6.8e-01;J3
116.7629;-13.9386;13.00;M1            ; 5.5e-01;J3
127.4846;+61.7258;10.00;M0V           ; 6.8e-01;J3
127.4196; -1.7467;13.50;K3            ; 4.1e-01;J3
130.8292;+44.4933;15.40;M4            ; 3.1e-01;J3
135.2096; +5.2417;12.38;M4V           ; 4.1e-01;J3
135.2125; +5.2433;12.70;M5V           ; 3.8e-01;J3
137.8783;+46.6169;10.90;M0V           ; 5.8e-01;J3
142.8875;+20.2817;13.10;M4            ; 5.0e-01;J3
144.0583;+37.5383;10.70;M0V           ; 6.6e-01;J3
149.7262;-50.0036;12.30;              ; 5.4e-01;J3
150.1112;+27.2672;10.90;M0V           ; 6.0e-01;J3
151.0250;+18.7958;10.20;M0V           ; 6.8e-01;J3
165.5708;+16.5200;11.30;M0V           ; 5.6e-01;J3
165.5708;+16.5200;11.50;M0V           ; 5.3e-01;J3
167.8312;+43.4172;11.50;M4V           ; 4.6e-01;J3
167.8333;+43.4150;11.60;M3V           ; 4.5e-01;J3
169.1167;+26.4267;10.52;M0V           ; 6.7e-01;J3
170.8750; +7.0883;10.20;M0V           ; 6.8e-01;J3
175.0846;+67.2589;12.23;K4VI          ; 1.8e-01;J3
178.6042;-51.3900;11.70;G5            ; 6.1e-01;J3
178.7917; +0.9733;12.90;M2            ; 5.7e-01;J3
179.0333; -4.1567;10.70;M0V           ; 6.6e-01;J3
179.0333; -4.1567;10.90;              ; 6.4e-01;J3
180.2792; -1.7317;11.80;M             ; 6.0e-01;J3
182.5333; +5.4267;11.60;M0V           ; 5.3e-01;J3
182.5333; +5.4267;12.60;              ; 4.3e-01;J3
182.7083;+41.0083;10.53;M0V           ; 6.6e-01;J3
183.3417;+16.6983;13.30;M2V           ; 5.1e-01;J3
184.0792;+60.1083;10.30;M0V           ; 6.8e-01;J3
184.4583;+46.6217;11.00;M0V           ; 5.7e-01;J3
188.8321;+34.0686;10.30;M0V           ; 6.8e-01;J3
190.1958;-43.5833;12.40;M4            ; 4.3e-01;J3
197.1375;+16.9750;11.20;M0V           ; 5.8e-01;J3
199.3875;+20.4167;10.50;M0V           ; 6.6e-01;J3
199.4958;+36.3017;10.50;M2V           ; 6.6e-01;J3
199.7458; -3.0717;10.82;K4VI          ; 3.2e-01;J3
199.9171;+33.3464;10.60;M2V           ; 6.2e-01;J3
200.9500;-14.0400;12.60;K7            ; 5.4e-01;J3
202.5333; -8.7017;14.34;M6V           ; 2.8e-01;J3
208.2000;+65.6217;11.40;M1            ; 5.4e-01;J3
208.4625;+78.8483;10.60;M0V           ; 6.0e-01;J3
210.4946;+15.4947;11.40;M2V           ; 5.5e-01;J3
210.4958;+15.4933;11.60;              ; 5.3e-01;J3
217.7550;-12.2961;13.40;M4            ; 3.7e-01;J3
220.1375;+31.4867;12.00;K5            ; 5.0e-01;J3
220.6167;+66.0333;11.10;M0V           ; 6.2e-01;J3
224.0537;+17.7481;10.90;M0V           ; 5.9e-01;J3
224.3917;+31.4067;11.12;M2V           ; 4.9e-01;J3
233.4792;+37.9133;11.10;M0V           ; 5.8e-01;J3
236.6375;+19.9283;10.20;K8V           ; 6.8e-01;J3
236.6375;+19.9283;10.00;              ; 6.8e-01;J3
243.4846;+33.7733;12.24;              ; 3.9e-01;J3
245.1000; -4.2667;10.66;M2V           ; 7.0e-01;J3
244.7792;+51.7533;10.20;M0VP          ; 6.7e-01;J3
245.6833;-48.6483;11.80;M3            ; 4.9e-01;J3
247.1167;+36.7583;13.86;FWDP          ; 1.0e-02;J3
249.6833; +5.4333;12.00;              ; 4.8e-01;J3
260.9250;-32.2633;12.80;M             ; 4.0e-01;J3
265.8250;-18.5167;13.50;M2            ; 5.0e-01;J3
268.8542; +3.7550;10.03;M0V           ; 6.6e-01;J3
267.6542;+82.7233;14.41;WDASS         ; 1.0e-02;J3
271.9750;+52.7983;12.50;K5            ; 4.1e-01;J3
274.0833; +1.5267;12.51;M5            ; 3.9e-01;J3
278.3583; -6.8933;12.00;K6            ; 6.4e-01;J3
290.1371; -7.6625;12.12;M3            ; 3.2e-01;J3
290.1454; -7.6667;12.30;ADWK          ; 1.0e-02;J3
290.8417;-22.1083;11.00;              ; 6.2e-01;J3
295.8554;+10.0894;10.00;M0V           ; 6.9e-01;J3
298.9625;+51.2683;12.60;M2            ; 6.1e-01;J3
301.2542;-13.4433;11.20;M0V           ; 5.9e-01;J3
303.9708;+42.9800;10.40;M0VP          ; 6.6e-01;J3
310.7500;+35.4967;11.50;M3V           ; 5.7e-01;J3
314.1958;-10.4333;11.30;M3V           ; 5.7e-01;J3
315.2167;-42.0267;12.30;K4            ; 4.6e-01;J3
315.4125; -0.4683;10.70;M0V           ; 6.4e-01;J3
316.9792;+59.7217;13.00;M1VI          ; 2.3e-01;J3
317.1917;+47.1583;10.10;K3            ; 6.9e-01;J3
316.6208;+80.7917;11.80;K5            ; 6.5e-01;J3
321.7208; +3.7383;10.57;M1V           ; 6.1e-01;J3
321.8208; -6.8383;11.08;M0            ; 5.5e-01;J3
321.7375;+73.6500;12.88;AWD           ; 2.0e-02;J3
325.1167;+54.0033;16.30;M4            ; 2.5e-01;J3
325.5292;-12.1550;14.30;M2            ; 4.0e-01;J3
327.4458;-11.6817;10.90;K5            ; 6.2e-01;J3
329.8250; -4.0850;16.00;M2            ; 2.7e-01;J3
329.5875;+75.5883;10.60;M0V           ; 5.9e-01;J3
332.3250; -7.9167;13.90;M0            ; 4.2e-01;J3
333.1458; +8.5617;11.70;M3            ; 5.3e-01;J3
333.5958; -8.7217;12.00;K2V           ; 5.0e-01;J3
337.1917;+18.9317;10.50;M0V           ; 6.6e-01;J3
340.3125;+18.8050;10.30;M0V           ; 6.7e-01;J3
341.5792;+50.2100; 8.00;K0            ; 8.2e-01;J3
342.9729;+31.7542;11.20;M3VE          ; 5.8e-01;J3
346.5125;+63.9133;10.87;M0V           ; 6.1e-01;J3
347.0292; +3.3289;10.90;M0V           ; 5.1e-01;J3
349.1667;+19.6233;11.20;M0V           ; 5.6e-01;J3
351.4125;-45.6100;13.50;M0            ; 4.7e-01;J3
351.4750;+29.1983;10.90;K3            ; 6.4e-01;J3
355.7250; +0.9283;16.50;M5            ; 2.2e-01;J3
355.9750;+32.5950;11.68;M5V           ; 4.6e-01;J3
355.9667;+32.5483;12.90;AWD           ; 1.0e-02;J3
357.7292;+19.9450;17.00;M5            ; 2.0e-01;J3
359.3083;-16.5100;10.76;M0V           ; 6.5e-01;J3
359.3125;-16.5150;15.00;              ; 2.5e-01;J3
000.4833;+26.0117;11.00;K3            ; 6.2e-01;J3
065.5417;+19.4817;15.00;              ; 1.9e-01;J3
065.5971;+19.5097;16.50;              ; 1.4e-01;J3
        ;        ;12.40;DM6E          ; 2.4e-01;L12
        ;        ;12.90;DM6E          ; 1.9e-01;L12
        ;        ;10.93;DM4E          ; 3.1e-01;L12
        ;        ;12.80;M7E           ; 8.4e-01;L12
        ;        ;10.30;M4E           ; 6.6e-01;L12
        ;        ; 9.74;F4V           ; 1.1e+00;F4
        ;        ; 9.83;F5IV-V        ; 1.1e+00;F4
        ;        ; 9.63;F3V           ; 1.1e+00;F4
        ;        ;11.79;O9I           ; 2.3e+01;V8
056.0379;+32.1192; 8.67;A2V           ; 2.6e+00;F3
056.1287;+32.1653; 9.61;A2V           ; 3.2e+00;F3
038.0400;+61.6400;11.45;F2V           ; 1.5e+00;F4
129.7521;-53.0258; 9.61;F5V           ; 9.4e-01;F4
265.9825; +5.4133; 9.72;A3V           ; 1.8e+00;F3
266.5396; +5.9822;10.00;A5V           ; 1.8e+00;F3
266.5396; +5.9822;10.56;A5V           ; 1.7e+00;F1
267.3733; +5.2400;10.32;A3V           ; 1.8e+00;F2
312.8096;+35.5008;12.10;M4            ; 1.5e-01;M24
        ;        ;     ;WC9           ; 9.7e-01;L26
        ;        ;11.25;DA2           ; 9.3e-03;C34
        ;        ;     ;K5            ; 4.3e-02;M24
        ;        ;15.40;DZ9           ; 2.1e-02;C34
075.6700;-68.4058;     ;              ; 8.6e+00;C35
083.5000;-66.7000;     ;              ; 5.7e+00;B46
083.5000;-66.7000;     ;              ; 4.6e+00;B46
199.0913;+29.0986; 8.63;DA+DM         ; 2.8e-02;C34
        ;        ;     ;WC11          ; 2.6e+00;L26
115.0875;-17.4150;13.26;DZQ6          ; 1.1e-02;C34
024.4971; -4.9958;12.46;DA7           ; 2.0e-02;C34
069.4542; -8.8200;13.88;DQ            ; 3.1e-02;C34
164.4000; -7.5233;13.99;DA7           ; 9.5e-03;C34
282.4500; -9.9600;11.97;              ; 1.9e-02;C34
290.1454; -7.6667;12.29;DBQ5          ; 9.9e-03;C34
326.9083; -7.7383;10.65;DB4           ; 1.1e-02;C34
348.6125; -6.5517;13.45;DQ6           ; 9.2e-03;C34
169.5625; -3.2350;12.56;DC            ; 8.2e-03;C34
299.1250; -1.0450;13.33;DA6           ; 1.2e-02;C34
277.2875; -4.4967;12.32;DAS           ; 1.6e-02;C34
008.9000; +1.8850;12.88;DA5           ; 1.1e-02;C34
010.3458;+55.8350;12.43;DC            ; 8.7e-03;C34
222.7167; +7.5650; 9.20;DA4           ; 3.7e-02;C34
        ;        ;12.81;              ; 2.9e-02;C34
093.8292;+17.7300;10.27;DA2           ; 1.1e-02;C34
179.1875;+18.3717;13.20;DZ5           ; 1.1e-02;C34
296.3833;+16.4617;10.90;DA3           ; 1.3e-02;C34
325.6708;+21.0050;12.61;DQ6           ; 1.1e-02;C34
177.5875;+25.3050;12.29;DA            ; 1.5e-02;C34
194.9487;+27.5669;12.76;DA6           ; 1.4e-02;C34
318.4417;+26.3567;12.20;DA6           ; 1.8e-02;C34
353.0167;+26.9783;12.44;DAN           ; 1.3e-02;C34
212.6125;+32.1433;11.09;DA            ; 1.3e-02;C34
249.8671;+33.4192;12.33;DAN           ; 1.4e-02;C34
284.3750;+33.9533;12.06;DAN           ; 1.4e-02;C34
        ;        ;12.43;DQ5           ; 1.0e-02;C34
355.9583;+32.5450;11.81;DA4           ; 1.5e-02;C34
296.0167;+37.6600;11.11;DB            ; 1.0e-02;C34
166.9333;+59.9767;10.65;DAN           ; 1.6e-02;C34
061.1417;+25.1517;11.67;DA4           ; 1.5e-02;C34
094.0592;-59.2064;     ;              ; 5.9e-03;S6
        ;        ;15.20;K-M           ; 1.5e+02;M26
        ;        ;     ;              ; 1.1e-01;M26
        ;        ;16.20;C4.3          ; 3.6e+02;M26
        ;        ;     ;              ; 1.2e-01;M26
        ;        ;14.21;O9.5V         ; 1.2e+01;N8
        ;        ;15.01;              ; 5.6e+01;C31
        ;        ;14.65;              ; 1.0e+02;C31
        ;        ;15.93;              ; 4.1e+01;C29
        ;        ;16.27;              ; 6.0e+01;C29
        ;        ;16.05;              ; 2.7e+01;C29
        ;        ;16.10;              ; 2.8e+01;C29
        ;        ;15.68;              ; 3.7e+01;C29
        ;        ;13.48;              ; 1.0e+02;C31
        ;        ;14.51;              ; 4.7e+01;C31
        ;        ;14.93;B2.5-B3III    ; 1.2e+01;N8
        ;        ;14.71;B1.5III       ; 1.0e+01;N8
        ;        ;14.65;B2.5-B3III    ; 1.0e+01;N8
        ;        ;14.48;B2-B2.5III    ; 1.2e+01;N8
        ;        ;     ;              ; 5.5e-01;M24
074.8250;-65.8167;12.72;B1            ; 2.4e+01;T2
074.8475;-65.6978;11.66;B5I           ; 7.1e+01;T2
071.7683;-67.1147;11.26;B1.5IA        ; 8.9e+01;T2
081.7000;-67.4667;11.62;B1E           ; 4.6e+01;T2
074.3150;-68.4272;11.21;O9-B0         ; 7.9e+01;T2
082.6621;-68.4128;12.22;B0IA          ; 3.7e+01;T2
084.4637;-68.9150;11.36;O9.5          ; 4.9e+01;T2
084.7500;-68.9333;12.74;B0            ; 3.3e+01;T2
088.2250;-68.2167;12.93;B2            ; 2.4e+01;T2
077.4750;-69.1333;12.52;B0.5          ; 3.7e+01;T2
079.9654;-69.8856;12.10;B3            ; 9.3e+01;T2
084.0500;-69.1833;11.97;B1            ; 6.3e+01;T2
084.1000;-69.1167;11.63;O9-B0         ; 4.9e+01;T2
084.2750;-69.3333;12.12;B1            ; 5.1e+01;T2
084.7129;-69.4981;10.42;B8            ; 1.7e+02;T2
084.8717;-69.4533;11.23;B0            ; 6.5e+01;T2
085.3654;-69.8011;11.21;B2IA          ; 9.3e+01;T2
085.4250;-69.5833;12.79;O9-B0         ; 2.8e+01;T2
085.4500;-69.3167;12.66;B1            ; 4.4e+01;T2
075.0429;-70.1861;13.10;B0I           ; 1.9e+01;T2
087.2592;-70.0436;12.05;B2IA          ; 5.5e+01;T2
080.3625;-71.9406;12.29;B3IA          ; 5.1e+01;T2
        ;        ;13.14;              ; 1.3e+02;I8
        ;        ;12.91;              ; 1.5e+02;I8
        ;        ;12.30;              ; 1.7e+02;I8
        ;        ;12.50;              ; 1.8e+02;I8
        ;        ;12.21;              ; 1.5e+02;I8
        ;        ;12.02;              ; 2.4e+02;I8
267.5500;+82.7667;13.15;DA7           ; 1.6e-02;C34
267.0667;+70.8667;15.25;DXP9          ; 6.6e-03;C34
001.2708;+73.2183;11.63;DB4           ; 8.4e-03;C34
103.3625;+64.0583;14.05;DA9           ; 1.5e-02;C34
229.9583;+63.4933;12.76;DA3           ; 5.5e-02;C34
161.4917;+59.0667;13.22;DQ8           ; 7.8e-03;C34
248.5750;+57.1750;13.99;DQ8           ; 1.5e-02;C34
275.3292;+61.0150;15.13;DC            ; 2.2e-02;C34
082.4583;+52.6650;12.45;DA            ; 7.3e-03;C34
207.0125;+23.5800;15.14;DC9           ; 2.6e-02;C34
243.2583;+16.5317;11.70;DA            ; 1.3e-02;C34
041.5583; -4.9883;14.79;M6            ; 4.2e-02;C34
038.1625;-14.1983;14.82;DC            ; 1.7e-02;C34
301.3958;-10.9483;15.65;DC9           ; 1.9e-02;C34
027.0375;-17.2050;13.14;DA            ; 1.9e-02;C34
076.4708;-17.3800;14.28;DC            ; 2.2e-02;C34
026.7508;+61.3564;12.20;B1V           ; 7.0e+00;R30
040.1321;+61.2294;10.79;O9.5III       ; 1.3e+01;R30
019.5117;+65.2886;11.00;B1IA          ; 3.7e+01;R30
        ;        ;     ;WC11          ; 2.3e+00;L26
250.4225;+36.4603;     ;              ; 1.1e+01;P25
        ;        ;11.66;              ; 1.6e+01;C10
        ;        ;11.72;              ; 1.3e+01;C10
        ;        ;10.20;              ; 5.0e+01;C10
        ;        ;11.22;              ; 2.1e+01;C10
        ;        ;11.36;              ; 9.5e+00;C10
        ;        ;11.45;              ; 2.8e+01;C10
        ;        ;10.98;              ; 2.5e+01;C10
        ;        ;10.32;              ; 4.9e+01;C10
        ;        ;11.30;              ; 2.1e+01;C10
        ;        ;11.06;              ; 2.4e+01;C10
        ;        ;10.29;              ; 4.2e+01;C10
        ;        ;10.92;              ; 3.4e+01;C10
        ;        ;11.35;              ; 1.9e+01;C10
        ;        ;11.52;              ; 1.6e+01;C10
        ;        ;11.16;              ; 2.2e+01;C10
        ;        ;11.62;              ; 1.6e+01;C10
        ;        ;11.04;              ; 2.2e+01;C10
        ;        ;11.15;              ; 2.2e+01;C10
        ;        ; 6.32;K3V           ; 6.2e-01;L12
        ;        ; 7.22;K5V           ; 4.8e-01;L12
        ;        ;17.10;C3.3          ; 1.0e+02;M26
        ;        ;     ;              ; 8.5e-02;M26
        ;        ;15.90;C3.2          ; 1.7e+02;M26
        ;        ;     ;              ; 8.2e-02;M26
        ;        ;15.60;K7            ; 1.5e+02;M26
        ;        ;     ;              ; 1.0e-01;M26
007.5342;+60.2011;11.12;B9V           ; 3.6e+00;F4
        ;        ;14.22;B2II-III      ; 2.4e+01;R31
029.0375;+37.6647;10.41;F2V           ; 1.1e+00;F3
029.0467;+37.7531;10.84;F0V           ; 1.4e+00;F3
029.0600;+37.9706;10.71;F2V           ; 1.1e+00;F3
029.1375;+37.9461;11.77;F5V           ; 1.0e+00;F4
029.1983;+37.4086; 9.90;F0V           ; 1.4e+00;F3
029.2325;+37.7997;11.18;F3V           ; 1.0e+00;F4
029.2400;+37.3892;10.86;F2V           ; 1.1e+00;F3
029.2608;+37.8856;10.83;F0V           ; 1.4e+00;F3
029.3646;+37.5861;10.74;F2V           ; 1.1e+00;F4
029.4146;+37.8739;10.38;F2V           ; 1.1e+00;F3
029.4333;+37.8617;10.44;F2V           ; 1.2e+00;F4
029.4463;+37.7917;10.68;F0V           ; 1.3e+00;F3
029.5704;+37.6378;11.31;F5V           ; 9.5e-01;F3
029.6592;+37.5378;11.50;F2V           ; 1.2e+00;F4
029.6671;+37.6347;11.89;F2V           ; 1.2e+00;F4
        ;        ;10.51;F2V           ; 1.1e+00;F4
        ;        ;10.45;F3V           ; 1.1e+00;F4
        ;        ;10.44;F0V           ; 1.3e+00;F4
        ;        ;11.19;F0V           ; 1.3e+00;F4
